Agency,Cntyfip,Circumstance,MSA,Number of Records,Solved,Source,State,Vic Age,Vic Race,Vic Sex,Weapon,Year
Baltimore County Police Department,"Baltimore, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,White,Male,"Personal weapons, includes beating",2004
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,18,White,Male,"Handgun - pistol, revolver, etc",2005
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,23,White,Male,"Handgun - pistol, revolver, etc",2008
Prince George's County Police Department,"Prince George's, MD",Narcotic drug laws,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,30,White,Male,"Handgun - pistol, revolver, etc",1993
Prince George's County Police Department,"Prince George's, MD",Narcotic drug laws,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,35,White,Male,Knife or cutting instrument,1992
Montgomery County Police Department,"Montgomery, MD",Robbery,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,18,White,Male,Knife or cutting instrument,2005
Anne Arundel County Police Department,"Anne Arundel, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,27,White,Male,Other or type unknown,1987
Prince George's County Police Department,"Prince George's, MD",Robbery,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,48,White,Male,"Blunt object - hammer, club, etc",1987
Prince George's County Police Department,"Prince George's, MD",Robbery,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,18,White,Male,"Handgun - pistol, revolver, etc",1992
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,25,White,Male,"Handgun - pistol, revolver, etc",2002
Prince George's County Police Department,"Prince George's, MD",Other,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,50,White,Male,"Handgun - pistol, revolver, etc",2012
Montgomery County Police Department,"Montgomery, MD",Other,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,20,White,Male,Rifle,2012
Baltimore County Police Department,"Baltimore, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,40,White,Male,"Handgun - pistol, revolver, etc",1995
Baltimore County Police Department,"Baltimore, MD",Other,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,34,White,Male,"Handgun - pistol, revolver, etc",2000
Baltimore County Police Department,"Baltimore, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,39,White,Male,"Handgun - pistol, revolver, etc",2000
Anne Arundel County Police Department,"Anne Arundel, MD",Juvenile gang killings,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,14,White,Male,"Personal weapons, includes beating",2009
Montgomery County Police Department,"Montgomery, MD",Other arguments,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,30,White,Male,"Personal weapons, includes beating",2006
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,25,White,Male,"Handgun - pistol, revolver, etc",2001
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,22,White,Male,"Handgun - pistol, revolver, etc",2007
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,38,White,Male,"Handgun - pistol, revolver, etc",2011
Prince George's County Police Department,"Prince George's, MD",Other arguments,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,30,White,Male,"Handgun - pistol, revolver, etc",1998
Prince George's County Police Department,"Prince George's, MD",Robbery,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,37,White,Male,"Handgun - pistol, revolver, etc",1994
Prince George's County Police Department,"Prince George's, MD",Other arguments,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,19,White,Male,Knife or cutting instrument,2002
Baltimore County Police Department,"Baltimore, MD",Brawl due to influence of narcotics,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,17,White,Male,"Handgun - pistol, revolver, etc",1998
Prince George's County Police Department,"Prince George's, MD",Robbery,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,48,White,Male,"Handgun - pistol, revolver, etc",2002
Baltimore County Police Department,"Baltimore, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,81,White,Male,"Handgun - pistol, revolver, etc",1988
Prince George's County Police Department,"Prince George's, MD",Robbery,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,41,White,Male,"Handgun - pistol, revolver, etc",2007
Prince George's County Police Department,"Prince George's, MD",Robbery,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,27,White,Male,"Handgun - pistol, revolver, etc",2013
Montgomery County Police Department,"Montgomery, MD",Sniper attack,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,55,White,Male,Rifle,2002
Montgomery County Police Department,"Montgomery, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,28,White,Male,"Handgun - pistol, revolver, etc",1993
Montgomery County Police Department,"Montgomery, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,31,White,Male,"Handgun - pistol, revolver, etc",1994
Baltimore County Police Department,"Baltimore, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,45,White,Male,"Handgun - pistol, revolver, etc",2006
Prince George's County Police Department,"Prince George's, MD",Robbery,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,21,White,Male,"Handgun - pistol, revolver, etc",1998
Prince George's County Police Department,"Prince George's, MD",Robbery,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,28,White,Male,Shotgun,1993
Prince George's County Police Department,"Prince George's, MD",Felon killed by police,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,38,White,Male,"Handgun - pistol, revolver, etc",1990
Prince George's County Police Department,"Prince George's, MD",Felon killed by police,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,30,White,Male,"Handgun - pistol, revolver, etc",1989
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,34,White,Male,"Handgun - pistol, revolver, etc",2001
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,40,White,Male,"Personal weapons, includes beating",1990
Princess Anne,"Somerset, MD",Robbery,"Salisbury, MD",1,Yes,FBI,Maryland,21,White,Male,"Handgun - pistol, revolver, etc",2008
Riverdale Park,"Prince George's, MD",Robbery,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,36,White,Male,"Handgun - pistol, revolver, etc",2010
Annapolis,"Anne Arundel, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,51,White,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,31,White,Male,"Handgun - pistol, revolver, etc",2001
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,White,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,White,Male,"Handgun - pistol, revolver, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,18,White,Male,Knife or cutting instrument,2007
Baltimore,"Baltimore city, MD",All suspected felony type,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,40,White,Male,"Handgun - pistol, revolver, etc",2012
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,16,White,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,23,White,Male,"Handgun - pistol, revolver, etc",1994
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,74,White,Male,"Handgun - pistol, revolver, etc",1987
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,41,White,Male,"Handgun - pistol, revolver, etc",1995
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,White,Male,"Handgun - pistol, revolver, etc",2005
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,41,White,Male,Knife or cutting instrument,1993
Cumberland,"Allegany, MD",Other arguments,"Cumberland, MD-WV",1,Yes,FBI,Maryland,35,White,Male,"Personal weapons, includes beating",2003
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,66,White,Male,"Blunt object - hammer, club, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,26,White,Male,"Handgun - pistol, revolver, etc",2010
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,34,White,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,White,Male,"Handgun - pistol, revolver, etc",1990
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,42,White,Male,"Handgun - pistol, revolver, etc",1994
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,White,Male,"Handgun - pistol, revolver, etc",2010
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,37,White,Male,"Blunt object - hammer, club, etc",1992
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,32,White,Male,"Handgun - pistol, revolver, etc",1989
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,43,White,Male,"Handgun - pistol, revolver, etc",2001
Elkton,"Cecil, MD",Robbery,"Philadelphia-Camden-Wilmington, PA-NJ-DE",1,Yes,FBI,Maryland,18,White,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,44,White,Male,"Handgun - pistol, revolver, etc",1996
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,26,White,Male,"Handgun - pistol, revolver, etc",2005
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,31,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",1984
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",1984
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,15,Black,Male,"Handgun - pistol, revolver, etc",1984
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",1984
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,18,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",1984
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,16,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,48,Black,Male,"Handgun - pistol, revolver, etc",2014
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",1985
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,31,Black,Male,"Handgun - pistol, revolver, etc",1985
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,20,Black,Male,Knife or cutting instrument,1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,Knife or cutting instrument,1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,Knife or cutting instrument,1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,24,Black,Male,Knife or cutting instrument,1984
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,22,Black,Male,Knife or cutting instrument,1984
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,39,Black,Male,Knife or cutting instrument,1985
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,37,Black,Male,Knife or cutting instrument,1985
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,26,Black,Male,Knife or cutting instrument,1986
Baltimore,"Baltimore city, MD",Other sex offense,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,39,Black,Male,Knife or cutting instrument,1985
Baltimore,"Baltimore city, MD",Brawl due to influence of alcohol,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,16,Black,Male,Shotgun,1985
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,45,Black,Male,Shotgun,1982
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,27,Black,Male,Shotgun,1983
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,Black,Male,"Blunt object - hammer, club, etc",1981
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,30,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,18,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,42,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,40,Black,Male,"Handgun - pistol, revolver, etc",1983
Annapolis,"Anne Arundel, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2013
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",1983
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,34,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,16,Black,Male,"Handgun - pistol, revolver, etc",1983
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,35,Black,Male,Knife or cutting instrument,1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,Black,Male,Knife or cutting instrument,2013
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,19,Black,Male,Knife or cutting instrument,1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,67,Black,Male,Knife or cutting instrument,1984
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,6,Black,Male,"Personal weapons, includes beating",1983
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,19,Black,Male,"Personal weapons, includes beating",1983
Baltimore,"Baltimore city, MD",Other - not specified,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,0,Black,Male,"Personal weapons, includes beating",2013
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,Shotgun,1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,Black,Male,Shotgun,1986
Salisbury,"Wicomico, MD",Argument over money or property,"Salisbury, MD",1,Yes,FBI,Maryland,25,Black,Male,Shotgun,1981
Cambridge,"Dorchester, MD",Lovers triangle,Rural Maryland,1,Yes,FBI,Maryland,25,Black,Male,"Blunt object - hammer, club, etc",1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,"Blunt object - hammer, club, etc",1981
Baltimore,"Baltimore city, MD",Brawl due to influence of alcohol,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,40,Black,Male,"Handgun - pistol, revolver, etc",1985
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,15,Black,Male,"Handgun - pistol, revolver, etc",1984
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,Black,Male,"Handgun - pistol, revolver, etc",1984
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,34,Black,Male,"Handgun - pistol, revolver, etc",1985
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,17,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",1980
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,32,Black,Male,"Handgun - pistol, revolver, etc",1980
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",1980
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",1980
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,51,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,17,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,15,Black,Male,"Handgun - pistol, revolver, etc",1985
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,30,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,14,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,18,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",1984
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,27,Black,Male,Knife or cutting instrument,1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,38,Black,Male,Knife or cutting instrument,1980
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,43,Black,Male,Knife or cutting instrument,1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,Black,Male,Knife or cutting instrument,1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,30,Black,Male,Knife or cutting instrument,1985
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,Knife or cutting instrument,1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,26,Black,Male,Knife or cutting instrument,1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,61,Black,Male,Knife or cutting instrument,1983
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,40,Black,Male,Knife or cutting instrument,1980
Baltimore,"Baltimore city, MD",Institutional killings,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,Black,Male,Knife or cutting instrument,1983
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,Knife or cutting instrument,2014
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,22,Black,Male,Knife or cutting instrument,1986
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,1,Black,Male,"Personal weapons, includes beating",1983
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,12,Black,Male,"Personal weapons, includes beating",1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,30,Black,Male,"Personal weapons, includes beating",1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,32,Black,Male,"Personal weapons, includes beating",1985
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,Shotgun,1981
Baltimore,"Baltimore city, MD",Brawl due to influence of alcohol,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,46,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Brawl due to influence of alcohol,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Brawl due to influence of narcotics,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,46,Black,Male,"Handgun - pistol, revolver, etc",2014
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,16,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,32,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",1985
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,48,Black,Male,"Handgun - pistol, revolver, etc",2014
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,35,Black,Male,"Handgun - pistol, revolver, etc",1980
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",1980
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,30,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,30,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,32,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,45,Black,Male,"Handgun - pistol, revolver, etc",1983
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,37,Black,Male,"Handgun - pistol, revolver, etc",1984
